# name,mass,radius,orbital_period,star_distance,star_mass,discovered,detection_type
Kepler-89 e,0.11,0.585,54.32031,483.65,1.28,2013.0,Primary Transit
Kepler-890 b,,0.7929999999999999,52.75875577,1387.0,1.09,2016.0,Primary Transit
Kepler-891 b,,0.5720000000000001,53.44945593,1372.0,1.06,2016.0,Primary Transit
Kepler-892 b,,0.251,13.7521072,640.0,0.75,2016.0,Primary Transit
Kepler-893 b,,0.27,6.33855761,1216.0,1.0,2016.0,Primary Transit
Kepler-894 b,,0.248,9.803224,1090.0,0.87,2016.0,Primary Transit
Kepler-895 b,,0.13699999999999998,2.80624233,516.0,0.65,2016.0,Primary Transit
Kepler-896 b,,0.226,144.547396,896.0,0.84,2016.0,Primary Transit
Kepler-897 b,,0.213,8.0472642,1147.0,1.03,2016.0,Primary Transit
Kepler-898 b,,0.133,5.8706191,479.0,0.65,2016.0,Primary Transit
Kepler-899 b,,0.239,19.17891293,1038.0,0.93,2016.0,Primary Transit
Kepler-9 b,0.13655,0.74,19.23891,614.0,1.02,2010.0,Primary Transit
Kepler-9 c,0.09408,0.721,38.9853,614.0,1.02,2010.0,Primary Transit
Kepler-9 d,0.016518264480999998,0.146,1.592851,614.0,1.02,2010.0,Primary Transit
Kepler-90 i,,0.11800000000000001,14.44912,780.0,1.2,2017.0,Primary Transit
Kepler-900 b,,0.18600000000000003,6.9913086,505.0,0.78,2016.0,Primary Transit
Kepler-901 b,,0.122,3.51749439,241.0,0.59,2016.0,Primary Transit
Kepler-902 b,,0.22699999999999998,40.1099547,904.0,0.95,2016.0,Primary Transit
Kepler-903 b,,0.179,10.350772099999999,829.0,0.98,2016.0,Primary Transit
Kepler-903 c,,0.226,62.9228557,829.0,0.98,2016.0,Primary Transit
Kepler-904 b,,0.158,3.02166863,1151.0,1.16,2016.0,Primary Transit
Kepler-905 b,,0.126,5.08274652,521.0,0.95,2016.0,Primary Transit
Kepler-906 b,,0.188,41.6979976,758.0,1.06,2016.0,Primary Transit
Kepler-907 b,,0.107,15.86621821,352.0,1.08,2016.0,Primary Transit
Kepler-908 b,,0.109,1.34059747,250.0,1.11,2016.0,Primary Transit
Kepler-909 b,,0.131,13.93290318,318.0,1.17,2016.0,Primary Transit
Kepler-91 b,0.81,1.367,6.246580000000001,1344.56,1.31,2013.0,Primary Transit
Kepler-910 b,,0.073,2.36436901,402.0,1.26,2016.0,Primary Transit
Kepler-911 b,,0.23199999999999998,20.310501000000002,567.0,1.34,2016.0,Primary Transit
Kepler-912 b,,0.25,2.53475627,1265.0,1.07,2016.0,Primary Transit
Kepler-913 b,,0.184,10.29672521,597.0,0.63,2016.0,Primary Transit
Kepler-914 b,,0.12300000000000001,4.40966548,678.0,1.1,2016.0,Primary Transit
Kepler-915 b,,0.134,4.59489604,806.0,1.21,2016.0,Primary Transit
Kepler-916 b,,0.157,32.2968798,769.0,0.85,2016.0,Primary Transit
Kepler-917 b,,0.17,2.97041437,1027.0,0.8,2016.0,Primary Transit
Kepler-918 b,,0.155,4.85386933,1245.0,1.11,2016.0,Primary Transit
Kepler-919 b,,0.201,11.04603384,1219.0,1.15,2016.0,Primary Transit
Kepler-92 b,0.20199999999999999,0.313,13.749,484.62,1.209,2013.0,Primary Transit
Kepler-92 c,0.019,0.23199999999999998,26.723000000000003,484.62,1.209,2013.0,Primary Transit
Kepler-92 d,,0.184,49.3568,484.62,1.209,2015.0,Primary Transit
Kepler-920 b,,0.21600000000000003,6.53192704,926.0,0.89,2016.0,Primary Transit
Kepler-920 c,,0.33899999999999997,100.8274113,926.0,0.89,2016.0,Primary Transit
Kepler-921 b,,0.256,51.300634,847.0,0.93,2016.0,Primary Transit
Kepler-922 b,,0.127,0.93846683,558.0,0.95,2016.0,Primary Transit
Kepler-923 b,,0.12300000000000001,6.93366476,966.0,1.11,2016.0,Primary Transit
Kepler-924 b,,0.27399999999999997,61.03701170000001,995.0,1.14,2016.0,Primary Transit
Kepler-925 b,,0.209,33.867853100000005,623.0,0.77,2016.0,Primary Transit
Kepler-926 b,,0.20600000000000002,52.0688601,771.0,1.01,2016.0,Primary Transit
Kepler-927 b,,0.153,9.1149903,879.0,0.99,2016.0,Primary Transit
Kepler-928 b,,0.142,3.9324613,532.0,0.73,2016.0,Primary Transit
Kepler-929 b,,0.099,0.92103214,820.0,1.01,2016.0,Primary Transit
Kepler-93 b,0.0143,0.14,4.72674,96.18,1.09,2014.0,Primary Transit
Kepler-93 c,3.0,,1460.0,96.18,1.09,2014.0,Radial Velocity
Kepler-930 b,,0.19,71.4517775,905.0,1.25,2016.0,Primary Transit
Kepler-931 b,,0.11900000000000001,8.03755877,490.0,0.86,2016.0,Primary Transit
Kepler-932 b,,0.122,1.9214374,478.0,0.87,2016.0,Primary Transit
Kepler-933 b,,0.21899999999999997,14.20443009,922.0,0.87,2016.0,Primary Transit
Kepler-934 b,,0.18600000000000003,55.6738309,603.0,0.81,2016.0,Primary Transit
Kepler-935 b,,0.12,4.88083852,482.0,0.78,2016.0,Primary Transit
Kepler-936 b,,0.129,10.56134221,687.0,0.92,2016.0,Primary Transit
Kepler-937 b,,0.332,67.66882700000001,1482.0,1.15,2016.0,Primary Transit
Kepler-937 c,,0.23800000000000002,153.34336399999998,1482.0,1.15,2016.0,Primary Transit
Kepler-938 b,,0.198,52.6298417,861.0,0.92,2016.0,Primary Transit
Kepler-939 b,,0.156,14.878295999999999,1029.0,0.88,2016.0,Primary Transit
Kepler-94 b,0.034,0.313,2.50806,192.97,0.81,2014.0,Primary Transit
Kepler-94 c,9.836,,820.3,192.97,0.81,2014.0,Radial Velocity
Kepler-940 b,,0.298,59.6225257,1317.0,0.97,2016.0,Primary Transit
Kepler-941 b,,0.275,17.42395198,1105.0,0.89,2016.0,Primary Transit
Kepler-942 b,,0.19,44.96417488,218.0,0.81,2016.0,Primary Transit
Kepler-943 b,,0.529,49.7701438,1239.0,0.93,2016.0,Primary Transit
Kepler-944 b,,0.235,43.3167737,1035.0,0.86,2016.0,Primary Transit
Kepler-945 b,,0.235,31.003381400000002,1543.0,0.97,2016.0,Primary Transit
Kepler-946 b,,0.172,11.79162572,918.0,0.94,2016.0,Primary Transit
Kepler-947 b,,0.203,26.9644317,1188.0,0.9,2016.0,Primary Transit
Kepler-948 b,,0.165,7.76846622,884.0,0.96,2016.0,Primary Transit
Kepler-949 b,,0.26,8.689307300000001,572.0,0.89,2016.0,Primary Transit
Kepler-95 b,0.040999999999999995,0.305,11.5231,451.38,1.08,2014.0,Primary Transit
Kepler-950 b,,0.8009999999999999,98.7180406,1489.0,1.02,2016.0,Primary Transit
Kepler-951 b,,0.499,71.52530845,408.0,0.77,2016.0,Primary Transit
Kepler-952 b,,0.682,130.3546919,1167.0,1.0,2016.0,Primary Transit
Kepler-953 b,,0.376,88.40655258,240.0,0.95,2016.0,Primary Transit
Kepler-953 c,,0.106,9.10967112,240.0,0.95,2016.0,Primary Transit
Kepler-954 b,,0.207,16.78176602,224.0,0.82,2016.0,Primary Transit
Kepler-955 b,,0.27899999999999997,14.53244172,637.0,0.89,2016.0,Primary Transit
Kepler-956 b,,0.268,5.24867263,631.0,1.1,2016.0,Primary Transit
Kepler-957 b,,0.491,5.90741354,749.0,0.81,2016.0,Primary Transit
Kepler-958 b,,0.184,9.767880499999999,467.0,0.91,2016.0,Primary Transit
Kepler-959 b,,0.391,14.80074836,1003.0,1.6,2016.0,Primary Transit
Kepler-96 b,0.027000000000000003,0.23800000000000002,16.2385,123.32,1.0,2014.0,Primary Transit
Kepler-960 b,,0.204,3.12686223,298.0,0.77,2016.0,Primary Transit
Kepler-961 b,,0.22699999999999998,16.87727414,607.0,0.96,2016.0,Primary Transit
Kepler-962 b,,0.17600000000000002,12.05707239,439.0,0.93,2016.0,Primary Transit
Kepler-963 b,,0.237,9.97683705,786.0,0.91,2016.0,Primary Transit
Kepler-964 b,,0.18899999999999997,13.5225106,478.0,0.93,2016.0,Primary Transit
Kepler-965 b,,0.302,134.25272980000003,618.0,1.05,2016.0,Primary Transit
Kepler-966 b,,0.368,99.74762199999999,773.0,1.02,2016.0,Primary Transit
Kepler-967 b,,0.21,13.22713379,499.0,0.84,2016.0,Primary Transit
Kepler-967 c,,0.326,198.7112502,499.0,0.84,2016.0,Primary Transit
Kepler-968 b,,0.17800000000000002,3.69298373,312.0,0.76,2016.0,Primary Transit
Kepler-968 c,,0.151,5.70940492,312.0,0.76,2016.0,Primary Transit
Kepler-969 b,,0.185,34.1731714,411.0,0.92,2016.0,Primary Transit
Kepler-969 c,,0.08800000000000001,1.6829346,411.0,0.92,2016.0,Primary Transit
Kepler-97 b,0.011000000000000001,0.132,2.58664,405.58,0.94,2014.0,Primary Transit
Kepler-97 c,1.08,,789.0,405.58,0.94,2014.0,Radial Velocity
Kepler-970 b,,0.247,16.73652231,350.0,0.7,2016.0,Primary Transit
Kepler-971 b,,0.19,9.59070716,345.0,0.88,2016.0,Primary Transit
Kepler-972 b,,0.415,7.03932553,1304.0,1.15,2016.0,Primary Transit
Kepler-973 b,,0.175,49.6077331,297.0,0.86,2016.0,Primary Transit
Kepler-974 b,,0.14,4.19449651,121.0,0.52,2016.0,Primary Transit
Kepler-975 b,,0.132,1.97034246,404.0,0.8,2016.0,Primary Transit
Kepler-976 b,,0.353,105.9564148,1020.0,0.87,2016.0,Primary Transit
Kepler-977 b,,0.23399999999999999,26.85328322,664.0,0.87,2016.0,Primary Transit
Kepler-978 b,,0.267,49.622150899999994,624.0,1.07,2016.0,Primary Transit
Kepler-979 b,,0.243,8.088013499999999,606.0,0.87,2016.0,Primary Transit
Kepler-98 b,0.011000000000000001,0.17800000000000002,1.54168,353.87,0.99,2014.0,Primary Transit
Kepler-980 b,,0.23800000000000002,11.55102504,804.0,1.05,2016.0,Primary Transit
Kepler-981 b,,0.20600000000000002,4.46975774,913.0,0.98,2016.0,Primary Transit
Kepler-982 b,,0.201,15.773822099999999,702.0,1.16,2016.0,Primary Transit
Kepler-983 b,,0.21100000000000002,60.08550820000001,655.0,1.13,2016.0,Primary Transit
Kepler-984 b,,0.18899999999999997,43.034227200000004,461.0,0.96,2016.0,Primary Transit
Kepler-985 b,,0.266,116.331901,741.0,0.91,2016.0,Primary Transit
Kepler-986 b,,0.21100000000000002,56.434993799999994,563.0,0.96,2016.0,Primary Transit
Kepler-987 b,,0.29100000000000004,105.30331480000001,936.0,0.97,2016.0,Primary Transit
Kepler-988 b,,0.185,17.76080053,248.0,0.55,2016.0,Primary Transit
Kepler-989 b,,0.19699999999999998,7.96431535,484.0,0.82,2016.0,Primary Transit
Kepler-99 b,0.019,0.132,4.60358,209.63,0.79,2014.0,Primary Transit
Kepler-990 b,,0.23199999999999998,9.91723428,933.0,1.05,2016.0,Primary Transit
Kepler-990 c,,0.136,0.53835431,933.0,1.05,2016.0,Primary Transit
Kepler-991 b,,0.22699999999999998,82.53425190000002,370.0,0.64,2016.0,Primary Transit
Kepler-992 b,,0.145,20.16034462,268.0,0.8,2016.0,Primary Transit
Kepler-993 b,,0.265,22.08557563,298.0,0.57,2016.0,Primary Transit
Kepler-994 b,,0.14300000000000002,1.15116651,170.0,0.56,2016.0,Primary Transit
Kepler-995 b,,0.24100000000000002,28.26731672,659.0,0.83,2016.0,Primary Transit
Kepler-996 b,,0.177,3.77059058,1098.0,1.09,2016.0,Primary Transit
Kepler-997 b,,0.121,2.70730672,470.0,1.22,2016.0,Primary Transit
Kepler-998 b,,0.207,5.65377733,996.0,1.12,2016.0,Primary Transit
Kepler-999 b,,0.209,5.99185702,568.0,1.29,2016.0,Primary Transit
L 168-9 b,0.0145,0.124,1.4015,25.15,0.62,2020.0,Primary Transit
L 98-59 b,0.0013,0.0758,2.2531136000000003,10.623,0.32,2018.0,Primary Transit
L 98-59 c,0.00698,0.12355999999999999,3.6906777,10.623,0.32,2018.0,Primary Transit
L 98-59 d,0.0061,0.1357,7.4507245,10.623,0.32,2018.0,Primary Transit
L 98-59 e,,,12.796,10.623,0.32,2021.0,Radial Velocity
L2 Pup b,12.0,,,64.0,0.659,2016.0,Imaging
LHS 1140 b,0.02196,0.15407,24.736,12.47,0.146,2017.0,Primary Transit
LHS 1140 c,0.00569,0.11437,3.7779309999999997,12.47,0.146,2018.0,Primary Transit
LHS 1478 b,0.00733,0.1106,1.9495378,18.21,0.23600000000000002,2021.0,Primary Transit
LHS 1815 b,0.0132,0.09707,3.8143300000000004,29.87,0.502,2020.0,Primary Transit
LHS 2397a B,64.0,,5194.0,14.3905,0.0839,2009.0,Imaging
LHS 3844 b,,0.1178,0.46292792,14.9,0.154,2018.0,Primary Transit
LHS 6176 B,45.0,,,19.6846,,2013.0,Imaging
LKCA 15 b,6.0,,40000.0,145.0,0.97,2011.0,Imaging
LP 261-75 b,21.0,,,33.96,0.22,2006.0,Imaging
LP 358-499 e,,0.154,26.5841,75.2,0.46,2019.0,Primary Transit
LP 714-47 b,0.0969,0.419,4.052037,52.7,0.59,2020.0,Primary Transit
LP 791-18 b,,0.0999,0.9480049999999999,26.493000000000002,0.139,2019.0,Primary Transit
LP 791-18 c,,0.2061,4.9899629999999995,26.493000000000002,0.139,2019.0,Primary Transit
LSPM J2116+0234 b,,,14.446,17.64,0.43,2019.0,Radial Velocity
LSR J1835,55.0,,,,,2017.0,Imaging
LTT 1445A b,0.00903,0.11642999999999999,5.3587657,6.9,0.256,2019.0,Primary Transit
LTT 1445A c,0.00485,0.10232999999999999,3.1239035,6.9,0.256,2020.0,Primary Transit
LTT 3780 b,0.00982,0.11882999999999999,0.7683880999999999,21.980999999999998,0.401,2020.0,Primary Transit
LTT 3780 c,0.0267,0.205,12.252048,21.980999999999998,0.401,2020.0,Primary Transit
LTT 9779 b,0.09225,0.4211,0.7920520000000001,80.6,1.0,2019.0,Primary Transit
Lalande 21185 b,,,12.946,2.55,0.46,2017.0,Radial Velocity
Lalande 21185 c,,,3190.0,2.55,0.46,2021.0,Radial Velocity
LkCa 15 c,,,,145.0,0.97,2015.0,Imaging
Luhman 16 A,33.5,,,1.9980000000000002,,2013.0,Imaging
Luhman 16 B,28.6,,,1.9980000000000002,,2013.0,Imaging
MARVELS-10 b,,,217.3,210.24,1.03,2017.0,Radial Velocity
MARVELS-11 b,,,11.6121,128.69,0.99,2017.0,Radial Velocity
MARVELS-12 b,,,252.5,477.01,1.29,2017.0,Radial Velocity
MARVELS-13 b,,,147.6,212.63,0.96,2017.0,Radial Velocity
MARVELS-16 b,,,31.656,115.66,1.06,2017.0,Radial Velocity
MARVELS-17 b,,,103.4,186.4,1.12,2017.0,Radial Velocity
MARVELS-18 b,,,117.6,434.91,1.25,2017.0,Radial Velocity
MARVELS-19 b,,,122.2,484.57,1.33,2017.0,Radial Velocity
MARVELS-8 b,,,36.045,111.49,1.02,2017.0,Radial Velocity
MASCARA-1 b,3.7,1.5,2.14878,188.7,1.72,2017.0,Primary Transit
MASCARA-2 b/KELT-20 b,3.5180000000000002,1.83,3.4741085,,2.0,2017.0,Primary Transit
MASCARA-3 b,5.18,1.272,5.5514925999999996,96.79,1.4609999999999999,2019.0,Primary Transit
MOA 2009-BLG-411L b,53.0,,,6900.0,0.18,2012.0,Microlensing
MOA-2007-BLG-192L b,0.01,,,700.0,0.06,2008.0,Microlensing
MOA-2007-BLG-197L b,41.0,,,4170.0,0.82,2015.0,Microlensing
MOA-2007-BLG-400L b,1.71,,,6890.0,0.69,2008.0,Microlensing
MOA-2008-BLG-310L b,0.233,,,6000.0,0.67,2010.0,Microlensing
MOA-2008-BLG-379L b,4.1,,,3600.0,0.66,2013.0,Microlensing
MOA-2009-BLG-266L b,0.0327,,2780.0,3040.0,0.56,2010.0,Microlensing
MOA-2009-BLG-319L b,0.20800000000000002,,,6100.0,0.38,2010.0,Microlensing
MOA-2009-BLG-387L b,2.6,,1970.0,5700.0,0.19,2011.0,Microlensing
MOA-2010-BLG-073L b,11.0,,,2800.0,0.16,2012.0,Default
MOA-2010-BLG-117 b,0.51,,,3400.0,0.58,2017.0,Microlensing
MOA-2010-BLG-328L b,0.028999999999999998,,,810.0,0.11,2013.0,Microlensing
MOA-2010-BLG-353L b,0.27,,,6430.0,0.18,2015.0,Microlensing
MOA-2010-BLG-477L b,1.5,,,2300.0,0.67,2012.0,Microlensing
MOA-2011-BLG-028L b,0.094,,,7380.0,0.75,2015.0,Microlensing
MOA-2011-BLG-262L b,0.05663404964919999,,,7350.0,0.12,2013.0,Microlensing
MOA-2011-BLG-274 b,0.8,,,800.0,,2014.0,Microlensing
MOA-2011-BLG-291 b,0.085,,,7000.0,0.22,2018.0,Microlensing
MOA-2011-BLG-293L b,4.8,,,7700.0,0.86,2012.0,Microlensing
MOA-2011-BLG-322L b,7.8,,,7740.0,0.31,2013.0,Microlensing
MOA-2012-BLG-006 b,8.4,,,5300.0,0.49,2017.0,Microlensing
MOA-2012-BLG-505L b,6.7,,,7210.0,0.1,2017.0,Microlensing
MOA-2013-BLG-220L b,2.74,,,6720.0,0.88,2014.0,Microlensing
MOA-2013-BLG-605L b,0.066,,,3600.0,0.19,2015.0,Microlensing
MOA-2014-BLG-472 b,1.9,,,7200.0,0.31,2021.0,Microlensing
MOA-2015-BLG-337 a,9.8,,,7100.0,,2018.0,Microlensing
MOA-2015-BLG-337 b,0.106,,,7100.0,,2018.0,Microlensing
MOA-2016-BLG-227L b,2.3,,,6400.0,0.24,2017.0,Microlensing
MOA-2016-BLG-231 b,9.0,,,2850.0,0.021,2019.0,Microlensing
MOA-2016-BLG-319L b,0.62,,,6800.0,0.15,2018.0,Microlensing
MOA-bin-1L b,3.7,,,5100.0,0.75,2012.0,Microlensing
MOA-bin-29 b,0.55,,,6900.0,6.5,2019.0,Microlensing
NGC 2423 3 b,,,714.3,766.0,2.4,2007.0,Radial Velocity
NGC 4349 127 b,,,677.8,2176.0,3.9,2007.0,Radial Velocity
NGTS-1 b,0.812,1.33,2.647298,224.0,0.617,2017.0,Primary Transit
NGTS-11 b,0.37,0.823,35.455284999999996,191.5,0.862,2020.0,Primary Transit
NGTS-12 b,0.20800000000000002,1.048,7.532806,452.0,1.021,2020.0,Primary Transit
NGTS-13 b,4.84,1.1420000000000001,4.119027,657.0,1.3,2021.0,Primary Transit
NGTS-14A b,0.092,0.44,3.5357172999999995,325.1,0.898,2021.0,Primary Transit
NGTS-15 b,0.7509999999999999,1.1,3.27623,791.0,0.995,2021.0,Primary Transit
NGTS-16 b,0.667,1.3,4.84532,892.0,1.002,2021.0,Primary Transit
NGTS-17 b,0.764,1.24,3.24253,1047.0,1.025,2021.0,Primary Transit
NGTS-18 b,0.409,1.21,3.05125,1108.0,1.003,2021.0,Primary Transit
NGTS-2 b,0.67,1.536,4.5111204,360.3,1.64,2018.0,Primary Transit
NGTS-3A b,2.38,1.48,1.6753727999999999,1010.0,1.0170000000000001,2018.0,Primary Transit
NGTS-4 b,0.0648,0.2837,1.3373508,282.6,0.75,2018.0,Primary Transit
NGTS-5 b,0.22899999999999998,1.136,3.3569866000000004,309.5,0.6609999999999999,2019.0,Primary Transit
NGTS-6 b,1.33,1.271,0.882058,311.0,0.7876,2019.0,Primary Transit
NGTS-7A b,62.0,1.07,0.67599,152.67,,2019.0,Primary Transit
NGTS-8 b,0.93,1.09,2.4997,434.273,0.89,2019.0,Primary Transit
NGTS-9 b,2.9,1.07,4.43527,619.732,1.34,2019.0,Primary Transit
NLTT 25473 b,15.0,,1.48,109.38,,2001.0,Radial Velocity
NLTT 41135 b,33.7,1.13,2.889475,22.7,0.188,2010.0,Primary Transit
NLTT 5306 b,56.0,,1.6980000000000002,77.9678,0.44,2013.0,Radial Velocity
NN Ser (AB) c,6.91,,5660.0,500.0,0.6459999999999999,2010.0,Timing
NN Ser (AB) d,2.28,,2830.0,500.0,0.6459999999999999,2009.0,Timing
NSVS 1425 (AB) d,,,3317.7,,0.528,2017.0,Timing
NY Vir (AB) b,2.78,,2987.745,,0.6,2011.0,Timing
NY Vir (AB) c,4.49,,9861.75,,0.6,2011.0,Timing
OGLE--2018-BLG-0516 b,0.0632,,,7000.0,0.47,2021.0,Microlensing
OGLE-2003-BLG-235L b,2.6,,,5200.0,0.63,2004.0,Microlensing
OGLE-2005-071L b,3.5,,3600.0,3300.0,0.46,2005.0,Microlensing
OGLE-2005-169L b,0.0444,,,4100.0,0.69,2005.0,Microlensing
OGLE-2005-390L b,0.017,,3500.0,6500.0,0.22,2005.0,Microlensing
OGLE-2006-109L b,0.727,,1790.0,1510.0,0.51,2008.0,Microlensing
OGLE-2006-109L c,0.271,,4931.0,1510.0,0.51,2008.0,Microlensing
OGLE-2006-BLG-284 b,0.45299999999999996,,,4000.0,0.45,2020.0,Microlensing
OGLE-2007-BLG-349L (AB) b,0.25,,,2760.0,0.71,2016.0,Microlensing
OGLE-2007-BLG-368L b,0.0694,,,5900.0,0.64,2008.0,Microlensing
OGLE-2008-BLG-092L A b,0.18,,,7000.0,0.71,2014.0,Microlensing
OGLE-2008-BLG-355L b,4.6,,,6800.0,0.37,2014.0,Microlensing
OGLE-2009-BLG-151L b,7.5,,,390.0,0.018000000000000002,2013.0,Microlensing
OGLE-2011-BLG-0173L b,0.19,,,6200.0,0.4,2018.0,Microlensing
OGLE-2011-BLG-0251L b,0.96,,,4090.0,0.47,2012.0,Microlensing
OGLE-2011-BLG-0265L b,0.88,,,4380.0,0.21100000000000002,2015.0,Microlensing
OGLE-2011-BLG-0420L b,9.4,,,1990.0,0.025,2013.0,Microlensing
OGLE-2012-BLG-0026L b,0.11,,,4080.0,0.82,2012.0,Microlensing
OGLE-2012-BLG-0026L c,0.68,,,4080.0,0.82,2012.0,Microlensing
OGLE-2012-BLG-0358L b,1.85,,,1760.0,0.022000000000000002,2013.0,Microlensing
OGLE-2012-BLG-0406L b,2.73,,,4970.0,0.44,2013.0,Microlensing
OGLE-2012-BLG-0563L b,0.39,,,1300.0,0.34,2015.0,Microlensing
OGLE-2012-BLG-0724L b,0.47,,,6700.0,0.29,2016.0,Microlensing
OGLE-2012-BLG-0838 b,0.25,,,6620.0,0.54,2019.0,Microlensing
OGLE-2012-BLG-0950L b,0.11,,,3000.0,0.56,2016.0,Microlensing
OGLE-2012-BLG-1323,0.0072,,,,,2018.0,Microlensing
OGLE-2013-BLG-0102L b,13.6,,,3020.0,0.09699999999999999,2014.0,Microlensing
OGLE-2013-BLG-0132L b,0.29,,,3900.0,0.54,2017.0,Microlensing
OGLE-2013-BLG-0341L b,0.0052229179120899995,,,911.0,0.1127,2014.0,Microlensing
OGLE-2013-BLG-0578L b,34.0,,,1160.0,0.124,2013.0,Microlensing
OGLE-2013-BLG-0911L b,10.08,,,3220.0,0.29,2019.0,Microlensing
OGLE-2013-BLG-1721L b,0.64,,,6300.0,0.46,2017.0,Microlensing
OGLE-2013-BLG-1761L b,2.8,,,6900.0,0.33,2017.0,Microlensing
OGLE-2014-BLG-0124L b,0.64,,,3600.0,0.89,2014.0,Microlensing
OGLE-2014-BLG-0257L b,36.0,,,1250.0,0.19,2016.0,Microlensing
OGLE-2014-BLG-0676L b,3.09,,,2220.0,0.62,2016.0,Microlensing
OGLE-2014-BLG-1112L b,31.7,,,4840.0,1.07,2017.0,Microlensing
OGLE-2014-BLG-1186L b,0.142,,,1700.0,0.35,2018.0,Microlensing
OGLE-2014-BLG-1722L b,0.174,,,6400.0,0.4,2018.0,Microlensing
OGLE-2014-BLG-1722L c,0.2633,,,6400.0,0.4,2018.0,Microlensing
OGLE-2014-BLG-1760L b,0.573,,,6060.0,0.51,2016.0,Microlensing
OGLE-2015-BLG-0051L b,0.72,,,8200.0,0.1,2016.0,Microlensing
OGLE-2015-BLG-0954L b,4.4,,,600.0,0.37,2016.0,Microlensing
OGLE-2015-BLG-0966L b,0.066,,,2900.0,0.38,2015.0,Microlensing
OGLE-2015-BLG-1319L b,45.0,,,5000.0,0.58,2016.0,Microlensing
OGLE-2015-BLG-1649 b,2.54,,,4230.0,0.34,2019.0,Microlensing
OGLE-2015-BLG-1670L b,0.0563,,,6700.0,0.55,2018.0,Microlensing
OGLE-2015-BLG-1771L b,0.433,,,7070.0,0.077,2019.0,Microlensing
OGLE-2016-BLG-0263L b,4.1,,,6500.0,0.13,2017.0,Microlensing
OGLE-2016-BLG-0613L (AB) b,4.18,,,3410.0,1.0,2017.0,Microlensing
OGLE-2016-BLG-0693L b,49.0,,,5000.0,,2017.0,Microlensing
OGLE-2016-BLG-1067L b,0.43,,,3730.0,0.3,2018.0,Microlensing
OGLE-2016-BLG-1190L b,13.38,,1223.6,6770.0,0.88,2017.0,Microlensing
OGLE-2016-BLG-1195L b,0.0045,,,3910.0,0.078,2017.0,Microlensing
OGLE-2016-BLG-1227 b,0.79,,,1210.0,0.1,2019.0,Microlensing
OGLE-2016-BLG-1266L b,11.9,,,3050.0,0.0156,2018.0,Microlensing
OGLE-2016-BLG-1469L b,13.6,,,4500.0,0.048,2017.0,Microlensing
OGLE-2016-BLG-1540,,,,,,2018.0,Microlensing
OGLE-2016-BLG-1928,0.0009,,,,,2020.0,Microlensing
OGLE-2016-BLG-596L b,12.2,,,,,2016.0,Microlensing
OGLE-2017-BLG-0114 b,,,,,,2021.0,Microlensing
OGLE-2017-BLG-0173L b,9.08,,,4700.0,0.41700000000000004,2017.0,Microlensing
OGLE-2017-BLG-0373L b,,,,5900.0,0.25,2018.0,Microlensing
OGLE-2017-BLG-0406 b,0.41,,,5200.0,0.56,2020.0,Microlensing
OGLE-2017-BLG-0482 b,9.0,,,5800.0,0.2,2018.0,Microlensing
OGLE-2017-BLG-0560,1.9,,,,,2018.0,Microlensing
OGLE-2017-BLG-0604 b,0.51,,,3950.0,0.7,2020.0,Microlensing
OGLE-2017-BLG-0896,19.0,,,4000.0,,2019.0,Microlensing
OGLE-2017-BLG-1049 b,5.53,,,5670.0,0.55,2020.0,Microlensing
OGLE-2017-BLG-1099 b,3.02,,,7250.0,0.45,2021.0,Microlensing
OGLE-2017-BLG-1140L b,1.63,,,7350.0,0.214,2018.0,Microlensing
OGLE-2017-BLG-1375 b,10.33,,,3790.0,0.77,2020.0,Microlensing
OGLE-2017-BLG-1522L b,0.75,,,990.0,0.046,2018.0,Microlensing
OGLE-2018-BLG-0506 b,0.0513,,,5600.0,0.63,2021.0,Microlensing
OGLE-2018-BLG-0532 b,0.019636,,,790.0,0.19899999999999998,2019.0,Microlensing
OGLE-2018-BLG-0567L b,0.32,,,7070.0,0.24,2021.0,Microlensing
OGLE-2018-BLG-0596 b,0.0267,,,5900.0,0.2,2019.0,Microlensing
OGLE-2018-BLG-0677L b,0.012459999999999999,,,7700.0,0.1,2020.0,Microlensing
OGLE-2018-BLG-0740L b,4.5,,3100.0,3200.0,1.0,2019.0,Microlensing
OGLE-2018-BLG-0799 b,0.41,,,6290.0,0.16,2020.0,Microlensing
OGLE-2018-BLG-0962,1.37,,,6470.0,0.55,2021.0,Microlensing
OGLE-2018-BLG-0977 b,0.0201,,,6500.0,0.47,2021.0,Microlensing
OGLE-2018-BLG-1185 b,0.0264,,,7400.0,0.37,2021.0,Microlensing
OGLE-2018-BLG-1269L b,0.69,,,2560.0,1.13,2020.0,Microlensing
OGLE-2018-BLG-1428L b,0.77,,,6220.0,0.43,2021.0,Microlensing
OGLE-2018-BLG-1700L b,4.4,,,7600.0,0.54,2019.0,Microlensing
OGLE-2018BLG-1011L b,1.8,,,7100.0,0.18,2019.0,Microlensing
OGLE-2018BLG-1011L c,2.8,,,7100.0,0.18,2019.0,Microlensing
OGLE-2019-BLG-0299 b,6.22,,,7040.0,0.46,2021.0,Microlensing
OGLE-2019-BLG-0551,0.0242,,,,,2020.0,Microlensing
OGLE-2019-BLG-0954L b,14.2,,,3630.0,0.8,2021.0,Microlensing
